iter	Passed	Remaining
274	847	2235
275	849	2227
276	850	2221
277	852	2213
278	854	2207
279	855	2200
280	859	2198
281	861	2193
282	863	2186
283	864	2180
284	866	2173
285	868	2166
286	869	2160
287	873	2158
288	875	2154
289	877	2147
290	878	2141
291	880	2134
292	882	2128
293	883	2121
294	885	2115
295	888	2114
296	891	2109
297	892	2102
298	894	2096
299	895	2090
300	897	2084
301	898	2077
302	900	2072
303	904	2071
304	906	2064
305	908	2059
306	909	2052
307	911	2047
308	913	2041
309	914	2036
310	918	2034
311	920	2030
312	922	2024
313	923	2018
314	925	2013
315	927	2006
316	928	2001
317	930	1995
318	934	1994
319	936	1990
320	937	1984
321	940	1979
322	942	1974
323	943	1969
324	945	1963
325	949	1962
326	952	1961
327	955	1957
328	957	1953
329	959	1948
330	961	1943
331	963	1939
332	965	1934
333	967	1928
334	969	1923
335	970	1918
336	972	1913
337	973	1907
338	975	1902
339	978	1900
340	980	1894
341	981	1889
342	983	1883
343	984	1878
344	986	1873
345	988	1867
346	990	1863
347	993	1861
348	995	1856
349	996	1850
350	998	1845
351	999	1840
352	1001	1835
353	1002	1829
354	1004	1824
355	1007	1822
356	1009	1818
357	1011	1813
358	1012	1808
359	1014	1803
360	1016	1798
361	1017	1793
362	1019	1788
363	1022	1786
364	1025	1783
365	1026	1778
366	1028	1773
367	1029	1768
368	1031	1764
369	1033	1759
370	1034	1754
371	1038	1753
372	1040	1748
373	1041	1743
374	1044	1740
375	1046	1736
376	1048	1732
377	1051	1730
378	1054	1728
379	1056	1723
380	1057	1718
381	1059	1713
382	1060	1708
383	1062	1703
384	1063	1698
385	1065	1694
386	1067	1690
387	1068	1685
388	1070	1680
389	1071	1676
390	1073	1672
391	1074	1667
392	1076	1662
393	1078	1659
394	1082	1658
395	1084	1654
396	1088	1653
397	1090	1649
398	1092	1645
399	1096	1644
400	1099	1642
401	1101	1639
402	1105	1638
403	1118	1650
404	1122	1649
405	1125	1646
406	1128	1644
407	1131	1641
408	1133	1637
409	1134	1632
410	1136	1628
411	1141	1629
412	1145	1627
413	1146	1623
414	1148	1618
415	1150	1614
416	1156	1616
417	1161	1616
418	1163	1613
419	1165	1609
420	1167	1605
421	1172	1605
422	1176	1604
423	1178	1600
424	1181	1598
425	1187	1600
426	1189	1596
427	1191	1592
428	1197	1593
429	1201	1593
430	1203	1589
431	1206	1585
432	1207	1581
433	1216	1586
434	1218	1582
435	1221	1579
436	1223	1575
437	1228	1575
438	1232	1574
439	1234	1571
440	1236	1567
441	1238	1563
442	1242	1562
443	1246	1561
444	1248	1556
445	1249	1552
446	1251	1547
447	1252	1543
448	1253	1538
449	1258	1538
450	1261	1535
451	1263	1531
452	1264	1527
453	1266	1522
454	1267	1518
455	1268	1513
456	1273	1512
457	1275	1509
458	1278	1506
459	1279	1502
460	1281	1498
461	1282	1493
462	1284	1489
463	1286	1486
464	1289	1483
465	1291	1480
466	1293	1476
467	1295	1472
468	1296	1468
469	1302	1468
470	1304	1465
471	1306	1462
472	1308	1457
473	1310	1454
474	1312	1450
475	1324	1457
476	1326	1454
477	1328	1450
478	1334	1451
479	1337	1448
480	1339	1444
481	1340	1440
482	1342	1436
483	1348	1437
484	1351	1434
485	1352	1430
486	1354	1426
487	1355	1422
488	1357	1418
489	1362	1417
490	1364	1414
491	1365	1409
492	1366	1405
493	1368	1402
494	1370	1397
495	1371	1393
496	1374	1391
497	1376	1387
498	1378	1383
499	1379	1379
500	1381	1375
501	1382	1371
502	1383	1367
503	1385	1363
504	1386	1359
505	1390	1357
506	1393	1354
507	1394	1350
508	1397	1347
509	1398	1344
510	1400	1340
511	1401	1336
512	1403	1332
513	1405	1329
514	1407	1325
515	1408	1321
516	1410	1317
517	1412	1314
518	1414	1310
519	1415	1306
520	1417	1302
521	1419	1300
522	1421	1296
523	1423	1293
524	1425	1290
525	1427	1286
526	1429	1282
527	1430	1279
528	1434	1277
529	1436	1273
530	1437	1270
531	1439	1266
532	1441	1262
533	1442	1259
534	1444	1255
535	1448	1253
536	1450	1250
537	1451	1246
538	1453	1243
539	1455	1239
540	1456	1235
541	1458	1232
542	1460	1228
543	1463	1226
544	1464	1223
545	1466	1219
546	1468	1215
547	1469	1212
548	1471	1208
549	1473	1205
550	1474	1201
551	1477	1199
552	1479	1196
553	1481	1192
554	1483	1189
555	1484	1185
556	1486	1182
557	1488	1178
558	1489	1175
559	1493	1173
560	1495	1169
561	1496	1166
562	1499	1164
563	1503	1161
564	1504	1158
565	1509	1157
566	1511	1153
567	1512	1150
568	1513	1146
569	1515	1143
570	1516	1139
571	1518	1135
572	1519	1132
573	1526	1133
574	1528	1130
575	1530	1126
576	1531	1122
577	1533	1119
578	1534	1115
579	1536	1112
580	1540	1111
581	1542	1108
582	1545	1105
583	1547	1102
584	1548	1098
585	1550	1095
586	1551	1091
587	1556	1090
588	1559	1088
589	1561	1085
590	1562	1081
591	1564	1078
592	1566	1075
593	1571	1073
594	1573	1070
595	1576	1068
596	1578	1065
597	1580	1062
598	1581	1058
599	1586	1057
600	1588	1054
601	1591	1052
602	1592	1048
603	1594	1045
604	1596	1042
605	1597	1038
606	1606	1040
607	1608	1037
608	1610	1033
609	1612	1030
610	1618	1030
611	1620	1027
612	1623	1024
613	1624	1021
614	1626	1018
615	1627	1014
616	1632	1013
617	1635	1010
618	1637	1008
619	1639	1004
620	1640	1001
621	1642	997
622	1643	994
623	1647	992
624	1651	990
625	1652	987
626	1654	984
627	1655	980
628	1657	977
629	1658	974
630	1663	972
631	1667	971
632	1669	967
633	1670	964
634	1672	961
635	1673	957
636	1684	959
637	1685	956
638	1687	953
639	1689	950
640	1696	949
641	1698	946
642	1699	943
643	1701	940
644	1703	937
645	1704	934
646	1707	931
647	1709	928
648	1711	925
649	1712	922
650	1714	919
651	1715	915
652	1717	912
653	1721	910
654	1722	907
655	1724	904
656	1725	900
657	1726	897
658	1728	894
659	1730	891
660	1731	888
661	1733	884
662	1736	882
663	1737	879
664	1739	876
665	1740	872
666	1742	869
667	1743	866
668	1744	863
669	1746	860
670	1747	856
671	1750	854
672	1752	851
673	1753	848
674	1755	845
675	1756	842
676	1758	838
677	1759	835
678	1761	832
679	1762	829
680	1764	826
681	1766	823
682	1768	820
683	1770	817
684	1771	814
685	1772	811
686	1774	808
687	1775	805
688	1777	802
689	1779	799
690	1781	796
691	1783	793
692	1784	790
693	1786	787
694	1788	784
695	1789	781
696	1791	778
697	1793	775
698	1795	773
699	1797	770
700	1798	767
701	1800	764
702	1802	761
703	1803	758
704	1805	755
705	1806	752
706	1809	749
707	1810	746
708	1812	743
709	1814	741
710	1816	738
711	1817	735
712	1819	732
713	1820	729
714	1822	726
715	1824	723
716	1826	720
717	1827	717
718	1828	714
719	1830	711
720	1831	708
721	1833	705
722	1834	702
723	1836	700
724	1838	697
725	1840	694
726	1841	691
727	1842	688
728	1844	685
729	1845	682
730	1847	679
731	1848	676
732	1850	673
733	1851	671
734	1854	668
735	1855	665
736	1857	662
737	1858	659
738	1860	656
739	1861	654
740	1863	651
741	1864	648
742	1866	645
743	1868	642
744	1870	640
745	1871	637
746	1873	634
747	1875	631
748	1876	629
749	1878	626
750	1879	623
751	1881	620
752	1884	617
753	1885	615
754	1886	612
755	1888	609
756	1889	606
757	1891	603
758	1892	600
759	1894	598
760	1895	595
761	1897	592
762	1899	589
763	1900	587
764	1902	584
765	1903	581
766	1904	578
767	1906	575
768	1907	573
769	1909	570
770	1910	567
771	1912	564
772	1914	562
773	1915	559
774	1917	556
775	1918	553
776	1920	551
777	1921	548
778	1923	545
779	1924	542
780	1925	540
781	1928	537
782	1929	534
783	1931	532
784	1932	529
785	1934	526
786	1935	523
787	1937	521
788	1938	518
789	1939	515
790	1941	513
791	1943	510
792	1945	507
793	1946	505
794	1947	502
795	1949	499
796	1950	496
797	1952	494
798	1953	491
799	1955	488
800	1958	486
801	1959	483
802	1961	481
803	1962	478
804	1963	475
805	1965	473
806	1966	470
807	1968	467
808	1969	465
809	1971	462
810	1973	459
811	1974	457
812	1976	454
813	1978	451
814	1979	449
815	1981	446
816	1982	444
817	1984	441
818	1985	438
819	1988	436
820	1989	433
821	1990	431
822	1992	428
823	1993	425
824	1995	423
825	1996	420
826	1998	417
827	1999	415
828	2002	412
829	2003	410
830	2005	407
831	2006	405
832	2008	402
833	2009	399
834	2010	397
835	2012	394
836	2013	392
837	2015	389
838	2017	387
839	2018	384
840	2020	381
841	2021	379
842	2023	376
843	2024	374
844	2026	371
845	2027	369
846	2028	366
847	2032	364
848	2034	361
849	2035	359
850	2037	356
851	2038	354
852	2040	351
853	2041	349
854	2052	348
855	2054	345
856	2055	343
857	2057	340
858	2058	337
859	2061	335
860	2064	333
861	2066	330
862	2068	328
863	2070	325
864	2072	323
865	2074	320
866	2076	318
867	2078	316
868	2080	313
869	2081	311
870	2083	308
871	2085	306
872	2086	303
873	2088	301
874	2091	298
875	2093	296
876	2095	293
877	2097	291
878	2099	288
879	2100	286
880	2102	283
881	2103	281
882	2107	279
883	2109	276
884	2110	274
885	2112	271
886	2113	269
887	2115	266
888	2117	264
889	2118	261
890	2122	259
891	2124	257
892	2126	254
893	2128	252
894	2131	250
895	2132	247
896	2134	245
897	2137	242
898	2138	240
899	2140	237
900	2142	235
901	2143	232
902	2145	230
903	2146	227
904	2148	225
905	2150	223
906	2153	220
907	2154	218
908	2156	215
909	2158	213
910	2159	211
911	2161	208
912	2163	206
913	2167	203
914	2169	201
915	2171	199
916	2173	196
917	2174	194
918	2176	191
919	2177	189
920	2179	186
921	2181	184
922	2183	182
923	2185	179
924	2186	177
925	2188	174
926	2189	172
927	2191	169
928	2192	167
929	2194	165
930	2196	162
931	2197	160
932	2199	157
933	2200	155
934	2202	153
935	2203	150
936	2205	148
937	2206	145
938	2208	143
939	2210	141
940	2211	138
941	2213	136
942	2214	133
943	2216	131
944	2217	129
945	2218	126
946	2220	124
947	2221	121
948	2224	119
949	2225	117
950	2227	114
951	2228	112
952	2230	109
953	2231	107
954	2234	105
955	2237	102
956	2240	100
957	2242	98
958	2243	95
959	2245	93
960	2247	91
961	2248	88
962	2254	86
963	2256	84
964	2258	81
965	2259	79
966	2261	77
967	2262	74
968	2263	72
969	2269	70
970	2272	67
971	2273	65
972	2275	63
973	2276	60
974	2278	58
975	2282	56
976	2285	53
977	2287	51
978	2289	49
979	2290	46
980	2291	44
981	2293	42
982	2295	39
983	2297	37
984	2300	35
985	2301	32
986	2303	30
987	2304	27
988	2306	25
989	2307	23
990	2312	21
991	2315	18
992	2316	16
993	2318	13
994	2319	11
995	2320	9
996	2322	6
997	2327	4
998	2330	2
999	2331	0
